期号,前区1,前区2,前区3,前区4,前区5,后区1,后区2,奖池奖金(元),一等奖-注数,一等奖-奖金(元),二等奖-注数,二等奖-奖金(元),总投注额(元),开奖日期
20099,2.0,3.0,11.0,15.0,27.0,4.0,12.0,"913,910,111",7.0,"9,276,156",177.0,"73,483","301,168,262",2020/10/10
20098,4.0,9.0,15.0,24.0,35.0,4.0,10.0,"936,316,144",7.0,"8,375,237",195.0,"49,312","264,989,928",2020/10/7
20097,5.0,25.0,27.0,30.0,34.0,6.0,12.0,"963,061,002",8.0,"8,142,371",78.0,"118,681","225,919,953",2020/10/5
20096,7.0,8.0,10.0,25.0,28.0,3.0,11.0,"988,983,176",3.0,"10,000,000",68.0,"208,082","282,876,912",2020/9/30
20095,2.0,18.0,25.0,26.0,32.0,2.0,7.0,"971,831,930",5.0,"10,000,000",113.0,"91,697","265,863,829",2020/9/28
20094,4.0,6.0,7.0,8.0,16.0,2.0,8.0,"986,269,654",1.0,"10,000,000",113.0,"107,925","290,322,382",2020/9/26
20093,6.0,14.0,25.0,27.0,28.0,4.0,11.0,"939,867,946",1.0,"10,000,000",72.0,"200,445","279,991,779",2020/9/23
20092,8.0,11.0,17.0,31.0,35.0,7.0,11.0,"893,054,933",3.0,"10,000,000",62.0,"204,135","269,838,213",2020/9/21
20091,12.0,16.0,20.0,23.0,31.0,5.0,12.0,"863,707,288",2.0,"10,000,000",82.0,"178,853","293,820,005",2020/9/19
20090,5.0,6.0,27.0,28.0,29.0,11.0,12.0,"820,939,645",18.0,"6,420,892",225.0,"48,126","280,443,686",2020/9/16
20089,13.0,16.0,20.0,22.0,27.0,1.0,2.0,"910,070,807",2.0,"10,000,000",44.0,"336,720","274,438,340",2020/9/14
20088,2.0,7.0,23.0,26.0,35.0,1.0,12.0,"868,351,367",3.0,"10,000,000",105.0,"136,300","297,982,352",2020/9/12
20087,1.0,4.0,20.0,23.0,29.0,4.0,8.0,"840,146,319",2.0,"10,000,000",55.0,"272,660","285,933,804",2020/9/9
20086,8.0,11.0,15.0,20.0,28.0,4.0,10.0,"801,056,870",6.0,"10,000,000",95.0,"133,505","273,366,854",2020/9/7
20085,3.0,4.0,11.0,15.0,28.0,2.0,3.0,"817,700,326",19.0,"5,878,445",392.0,"20,000","295,847,488",2020/9/5
20084,2.0,10.0,20.0,24.0,31.0,6.0,12.0,"917,779,486",6.0,"10,000,000",70.0,"196,210","281,668,774",2020/9/2
20083,1.0,2.0,17.0,32.0,34.0,4.0,9.0,"923,726,887",5.0,"10,000,000",56.0,"298,130","271,235,594",2020/8/31
20082,2.0,11.0,12.0,21.0,34.0,4.0,8.0,"913,232,816",7.0,"8,556,891",185.0,"63,356","291,838,192",2020/8/29
20081,1.0,13.0,15.0,32.0,35.0,8.0,10.0,"941,509,338",2.0,"10,000,000",44.0,"319,505","266,594,465",2020/8/26
20080,3.0,6.0,22.0,24.0,25.0,9.0,10.0,"898,072,958",8.0,"7,392,120",129.0,"80,860","263,844,694",2020/8/24
20079,4.0,16.0,24.0,29.0,35.0,2.0,12.0,"941,997,906",5.0,"10,000,000",78.0,"187,470","292,614,622",2020/8/22
20078,14.0,18.0,20.0,28.0,34.0,10.0,11.0,"932,733,358",2.0,"10,000,000",63.0,"235,153","269,949,871",2020/8/19
20077,17.0,23.0,28.0,29.0,32.0,1.0,3.0,"890,203,888",0.0,0,65.0,"213,251","270,568,843",2020/8/17
20076,1.0,8.0,18.0,28.0,30.0,10.0,12.0,"827,752,078",7.0,"9,172,500",184.0,"61,724","294,292,139",2020/8/15
20075,2.0,9.0,10.0,21.0,35.0,1.0,7.0,"848,526,595",4.0,"10,000,000",59.0,"217,584","271,697,395",2020/8/12
20074,3.0,9.0,10.0,12.0,21.0,4.0,11.0,"829,434,509",8.0,"8,240,826",166.0,"66,605","270,785,594",2020/8/10
20073,4.0,10.0,12.0,23.0,27.0,8.0,9.0,"857,463,718",7.0,"9,742,502",129.0,"91,542","298,601,828",2020/8/8
20072,11.0,15.0,18.0,20.0,27.0,5.0,6.0,"875,748,466",22.0,"5,677,396",212.0,"28,888","270,501,710",2020/8/5
20071,1.0,12.0,16.0,28.0,33.0,3.0,12.0,"992,189,046",7.0,"8,759,262",75.0,"171,808","269,034,062",2020/8/3
20070,1.0,22.0,30.0,31.0,32.0,4.0,12.0,"1,021,716,141",2.0,"10,000,000",47.0,"319,597","294,678,230",2020/8/1
20069,5.0,7.0,26.0,30.0,31.0,7.0,10.0,"984,516,774",3.0,"10,000,000",73.0,"160,051","276,270,699",2020/7/29
20068,15.0,20.0,23.0,26.0,33.0,2.0,8.0,"963,387,967",5.0,"10,000,000",110.0,"110,818","275,720,877",2020/7/27
20067,1.0,8.0,14.0,16.0,28.0,4.0,10.0,"969,682,196",1.0,"10,000,000",54.0,"285,608","298,070,364",2020/7/25
20066,6.0,14.0,21.0,34.0,35.0,3.0,10.0,"918,419,473",4.0,"10,000,000",56.0,"230,559","275,984,921",2020/7/22
20065,13.0,15.0,26.0,32.0,33.0,5.0,7.0,"905,602,072",2.0,"10,000,000",84.0,"156,336","275,339,410",2020/7/20
20064,5.0,10.0,23.0,34.0,35.0,1.0,11.0,"864,409,231",3.0,"10,000,000",75.0,"195,825","306,180,017",2020/7/18
20063,11.0,18.0,20.0,21.0,33.0,6.0,7.0,"828,120,324",3.0,"10,000,000",48.0,"284,622","285,313,485",2020/7/15
20062,1.0,5.0,14.0,23.0,31.0,2.0,7.0,"811,151,382",5.0,"10,000,000",66.0,"144,275","281,547,455",2020/7/13
20061,7.0,8.0,12.0,21.0,26.0,1.0,6.0,"823,114,481",5.0,"10,000,000",133.0,"106,145","311,505,452",2020/7/11
20060,12.0,14.0,25.0,34.0,35.0,3.0,12.0,"840,309,834",7.0,"10,000,000",109.0,"112,902","293,094,526",2020/7/8
20059,1.0,15.0,22.0,28.0,32.0,3.0,11.0,"845,222,708",2.0,"10,000,000",72.0,"191,667","288,214,989",2020/7/6
20058,1.0,15.0,19.0,26.0,27.0,5.0,10.0,"801,073,309",5.0,"9,421,778",137.0,"80,612","311,403,757",2020/7/4
20057,17.0,20.0,21.0,22.0,31.0,2.0,8.0,"819,749,459",2.0,"10,000,000",93.0,"120,838","290,961,693",2020/7/1
20056,3.0,11.0,25.0,29.0,34.0,3.0,6.0,"788,369,268",2.0,"10,000,000",77.0,"185,738","293,376,714",2020/6/29
20055,3.0,4.0,12.0,18.0,34.0,10.0,12.0,"733,955,513",0.0,0,69.0,"245,252","323,557,054",2020/6/27
20054,11.0,14.0,15.0,19.0,20.0,3.0,7.0,"652,393,350",8.0,"6,499,570",109.0,"119,965","316,196,813",2020/6/24
20053,2.0,15.0,18.0,21.0,27.0,3.0,6.0,"660,208,306",2.0,"10,000,000",72.0,"226,197","321,021,775",2020/6/22
20052,9.0,11.0,26.0,28.0,35.0,6.0,7.0,"617,935,817",1.0,"10,000,000",109.0,"139,182","346,849,702",2020/6/20
20051,2.0,7.0,9.0,19.0,33.0,1.0,7.0,"546,514,270",3.0,"9,837,277",135.0,"83,927","316,737,986",2020/6/17
20050,3.0,14.0,16.0,22.0,34.0,2.0,6.0,"519,429,958",3.0,"10,000,000",47.0,"338,385","319,364,735",2020/6/15
20049,3.0,11.0,15.0,22.0,30.0,8.0,10.0,"466,168,612",7.0,"6,767,678",175.0,"79,868","346,562,943",2020/6/13
20048,3.0,9.0,10.0,15.0,16.0,7.0,9.0,"464,779,671",6.0,"6,920,039",92.0,"145,440","326,341,634",2020/6/10
20047,4.0,18.0,27.0,28.0,30.0,3.0,10.0,"459,553,012",5.0,"7,088,857",83.0,"168,127","329,244,489",2020/6/8
20046,15.0,24.0,27.0,30.0,34.0,4.0,12.0,"450,033,830",2.0,"10,000,000",93.0,"167,603","356,817,551",2020/6/6
20045,2.0,9.0,16.0,23.0,27.0,3.0,8.0,"397,099,392",56.0,"5,129,137",351.0,"22,068","331,645,185",2020/6/3
20044,1.0,3.0,22.0,28.0,30.0,2.0,5.0,"793,042,322",4.0,"7,648,434",79.0,"159,905","326,278,357",2020/6/1
20043,12.0,13.0,17.0,31.0,32.0,1.0,6.0,"775,887,380",2.0,"10,000,000",64.0,"247,923","361,785,294",2020/5/30
20042,3.0,4.0,5.0,11.0,22.0,5.0,6.0,"712,471,085",73.0,"5,024,350",1424.0,"20,000","329,246,559",2020/5/27
20041,7.0,13.0,20.0,29.0,34.0,4.0,7.0,"1,240,028,370",10.0,"8,174,807",85.0,"164,840","323,641,936",2020/5/25
20040,2.0,17.0,20.0,28.0,29.0,1.0,7.0,"1,290,293,247",3.0,"10,000,000",99.0,"155,828","350,219,331",2020/5/23
20039,1.0,5.0,15.0,22.0,31.0,2.0,9.0,"1,252,426,577",2.0,"10,000,000",82.0,"200,203","327,734,435",2020/5/20
20038,4.0,15.0,20.0,22.0,24.0,1.0,9.0,"1,189,804,474",1.0,"10,000,000",68.0,"235,783","321,713,613",2020/5/18
20037,1.0,4.0,10.0,11.0,14.0,2.0,5.0,"1,119,552,352",11.0,"8,423,230",163.0,"97,469","347,550,329",2020/5/16
20036,1.0,5.0,11.0,12.0,26.0,2.0,7.0,"1,165,797,220",6.0,"10,000,000",99.0,"152,093","329,608,250",2020/5/13
20035,10.0,11.0,22.0,26.0,28.0,2.0,4.0,"1,181,117,013",2.0,"10,000,000",80.0,"190,608","322,907,375",2020/5/11
20034,11.0,13.0,20.0,27.0,31.0,2.0,4.0,"1,119,481,106",8.0,"9,891,637",65.0,"286,379","363,231,403",2020/5/9
20033,7.0,19.0,20.0,31.0,34.0,5.0,8.0,"1,148,417,852",6.0,"10,000,000",96.0,"143,208","344,128,096",2020/5/6
20032,2.0,3.0,9.0,16.0,32.0,3.0,4.0,"1,167,303,638",19.0,"5,845,668",169.0,"37,815","315,030,186",2020/5/4
20031,1.0,2.0,5.0,15.0,21.0,4.0,5.0,"1,285,895,989",7.0,"9,916,051",102.0,"134,204","348,801,433",2020/5/2
20030,1.0,8.0,17.0,27.0,30.0,5.0,6.0,"1,308,815,503",6.0,"9,047,466",154.0,"71,986","336,512,111",2020/4/29
20029,11.0,14.0,17.0,22.0,30.0,7.0,9.0,"1,333,962,954",4.0,"10,000,000",100.0,"122,739","274,347,215",2020/4/27
20028,4.0,5.0,28.0,34.0,35.0,1.0,8.0,"1,319,654,038",13.0,"6,757,551",201.0,"60,732","297,809,663",2020/4/25
20027,4.0,7.0,20.0,25.0,32.0,3.0,9.0,"1,403,985,232",6.0,"9,243,858",76.0,"168,946","267,026,928",2020/4/22
20026,3.0,15.0,26.0,32.0,34.0,8.0,12.0,"1,423,923,368",7.0,"9,777,969",97.0,"148,263","267,647,668",2020/4/20
20025,2.0,14.0,21.0,22.0,26.0,5.0,7.0,"1,442,053,199",5.0,"10,000,000",81.0,"158,628","290,980,102",2020/4/18
20024,3.0,5.0,6.0,24.0,30.0,3.0,7.0,"1,437,049,655",4.0,"9,810,302",143.0,"56,756","274,944,706",2020/4/15
20023,4.0,11.0,23.0,26.0,30.0,1.0,6.0,"1,448,119,562",5.0,"10,000,000",76.0,"144,157","266,526,290",2020/4/13
20022,4.0,14.0,20.0,28.0,35.0,2.0,3.0,"1,459,915,832",1.0,"10,000,000",85.0,"132,699","279,808,308",2020/4/11
20021,10.0,12.0,24.0,31.0,33.0,4.0,9.0,"1,418,256,965",9.0,"8,087,069",129.0,"94,599","255,667,147",2020/4/8
20020,8.0,10.0,12.0,26.0,32.0,5.0,9.0,"1,452,932,120",3.0,"10,000,000",76.0,"130,721","229,103,689",2020/4/6
20019,1.0,12.0,22.0,23.0,33.0,1.0,12.0,"1,445,697,714",4.0,"10,000,000",65.0,"206,046","251,571,436",2020/4/4
20018,9.0,14.0,16.0,24.0,26.0,4.0,12.0,"1,443,693,869",0.0,0,69.0,"160,807","230,454,828",2020/4/1
20017,1.0,6.0,7.0,9.0,10.0,2.0,11.0,"1,394,320,154",6.0,"8,730,653",150.0,"56,374","220,830,654",2020/3/30
20016,4.0,8.0,19.0,31.0,35.0,1.0,2.0,"1,414,113,824",3.0,"10,000,000",61.0,"217,312","235,862,341",2020/3/28
20015,1.0,7.0,23.0,24.0,26.0,3.0,7.0,"1,389,102,104",2.0,"10,000,000",42.0,"280,807","213,742,602",2020/3/25
20014,3.0,7.0,9.0,17.0,21.0,3.0,6.0,"1,368,119,121",4.0,"8,706,884",149.0,"44,032","203,414,775",2020/3/23
20013,1.0,4.0,5.0,11.0,35.0,3.0,9.0,"1,382,155,015",9.0,"7,976,833",45.0,"278,794","210,216,729",2020/3/21
20012,1.0,6.0,18.0,32.0,34.0,1.0,3.0,"1,417,484,531",2.0,"10,000,000",35.0,"268,738","180,512,101",2020/3/18
20011,2.0,13.0,19.0,22.0,23.0,2.0,7.0,"1,392,702,843",5.0,"9,096,183",58.0,"158,385","169,402,246",2020/3/16
20010,1.0,8.0,13.0,24.0,32.0,2.0,9.0,"1,408,398,439",6.0,"8,599,471",70.0,"114,765","193,022,506",2020/3/14
20009,19.0,29.0,31.0,34.0,35.0,6.0,10.0,"1,426,304,213",6.0,"10,000,000",102.0,"152,272","306,054,010",2020/1/20
20008,14.0,17.0,19.0,24.0,32.0,1.0,6.0,"1,436,007,521",4.0,"10,000,000",57.0,"344,283","312,604,530",2020/1/18
20007,2.0,10.0,19.0,24.0,30.0,5.0,8.0,"1,413,642,399",12.0,"7,162,433",131.0,"96,229","275,894,030",2020/1/15
20006,9.0,22.0,25.0,31.0,32.0,8.0,12.0,"1,474,266,994",1.0,"10,000,000",106.0,"118,123","274,628,114",2020/1/13
20005,6.0,10.0,33.0,34.0,35.0,1.0,3.0,"1,430,492,846",7.0,"10,000,000",198.0,"70,540","306,743,622",2020/1/11
20004,17.0,20.0,21.0,29.0,30.0,5.0,9.0,"1,439,766,324",4.0,"10,000,000",129.0,"80,526","279,672,368",2020/1/8
20003,23.0,25.0,26.0,30.0,34.0,3.0,7.0,"1,441,800,542",0.0,0,52.0,"333,491","284,089,915",2020/1/6
20002,3.0,7.0,18.0,25.0,30.0,2.0,7.0,"1,369,911,816",6.0,"9,908,421",152.0,"89,594","314,707,905",2020/1/4
20001,17.0,25.0,26.0,32.0,34.0,4.0,7.0,"1,387,021,575",2.0,"10,000,000",95.0,"145,642","290,178,486",2020/1/1
19150,7.0,11.0,12.0,16.0,33.0,5.0,7.0,"1,347,226,024",19.0,"6,819,667",115.0,"114,036","296,427,458",2019/12/30
19149,1.0,2.0,7.0,33.0,35.0,6.0,10.0,"1,422,864,762",0.0,0,85.0,"177,509","317,712,338",2019/12/28
19148,3.0,4.0,7.0,11.0,30.0,8.0,9.0,"1,357,789,884",5.0,"10,000,000",91.0,"119,722","289,764,338",2019/12/25
19147,9.0,12.0,19.0,22.0,33.0,7.0,8.0,"1,365,277,988",6.0,"9,568,706",101.0,"108,661","291,104,886",2019/12/23
19146,10.0,11.0,26.0,33.0,34.0,1.0,6.0,"1,381,880,355",15.0,"6,697,152",92.0,"159,122","314,007,833",2019/12/21
19145,5.0,9.0,19.0,22.0,32.0,3.0,5.0,"1,484,740,052",5.0,"10,000,000",188.0,"231,444","296,865,423",2019/12/18
19144,2.0,5.0,20.0,28.0,31.0,2.0,11.0,"1,542,864,127",5.0,"10,000,000",153.0,"220,193","293,207,584",2019/12/16
19143,4.0,22.0,23.0,24.0,32.0,6.0,12.0,"1,598,566,973",5.0,"10,000,000",94.0,"657,567","319,892,573",2019/12/14
19142,3.0,4.0,26.0,29.0,33.0,6.0,7.0,"1,627,275,281",3.0,"10,000,000",71.0,"705,678","299,921,169",2019/12/11
19141,2.0,10.0,20.0,21.0,35.0,1.0,12.0,"1,655,481,326",3.0,"10,000,000",135.0,"378,250","300,500,952",2019/12/9
19140,3.0,7.0,8.0,25.0,27.0,3.0,5.0,"1,668,432,904",7.0,"10,000,000",118.0,"334,833","316,440,627",2019/12/7
19139,1.0,5.0,7.0,8.0,11.0,6.0,10.0,"1,732,644,632",7.0,"10,000,000",178.0,"175,769","289,227,664",2019/12/4
19138,4.0,6.0,7.0,20.0,29.0,2.0,4.0,"1,807,797,396",2.0,"10,000,000",164.0,"319,280","292,541,823",2019/12/2
19137,3.0,5.0,12.0,13.0,26.0,7.0,12.0,"1,811,011,407",4.0,"10,000,000",185.0,"222,837","312,773,222",2019/11/30
19136,3.0,16.0,20.0,26.0,29.0,3.0,9.0,"1,836,618,363",9.0,"10,000,000",113.0,"364,978","286,999,222",2019/11/27
19135,4.0,5.0,19.0,25.0,26.0,1.0,11.0,"1,952,350,514",4.0,"10,000,000",87.0,"544,581","285,312,173",2019/11/25
19134,5.0,6.0,7.0,14.0,17.0,10.0,11.0,"1,982,686,527",4.0,"10,000,000",130.0,"414,036","315,940,098",2019/11/23
19133,3.0,12.0,24.0,27.0,34.0,1.0,12.0,"2,012,422,203",3.0,"10,000,000",89.0,"644,929","307,662,290",2019/11/20
19132,3.0,5.0,6.0,13.0,18.0,10.0,12.0,"2,031,322,367",5.0,"10,000,000",101.0,"519,792","302,574,925",2019/11/18
19131,5.0,6.0,14.0,27.0,29.0,6.0,10.0,"2,069,940,753",3.0,"10,000,000",105.0,"522,131","329,976,108",2019/11/16
19130,1.0,13.0,20.0,21.0,26.0,4.0,10.0,"2,080,589,741",3.0,"10,000,000",83.0,"556,878","303,550,489",2019/11/13
19129,10.0,13.0,18.0,23.0,30.0,6.0,12.0,"2,091,270,342",6.0,"10,000,000",167.0,"245,350","295,027,665",2019/11/11
19128,20.0,21.0,25.0,34.0,35.0,3.0,12.0,"2,137,001,005",2.0,"10,000,000",85.0,"699,443","322,813,843",2019/11/9
19127,4.0,7.0,8.0,11.0,16.0,9.0,11.0,"2,135,181,961",5.0,"10,000,000",110.0,"377,119","300,600,530",2019/11/6
19126,5.0,9.0,16.0,18.0,30.0,4.0,7.0,"2,177,652,384",10.0,"10,000,000",150.0,"205,967","276,082,640",2019/11/4
19125,5.0,8.0,9.0,14.0,34.0,2.0,5.0,"2,290,847,003",4.0,"10,000,000",75.0,"755,654","298,679,570",2019/11/2
19124,7.0,17.0,26.0,27.0,30.0,6.0,12.0,"2,320,815,917",2.0,"10,000,000",99.0,"413,450","275,959,410",2019/10/30
19123,3.0,13.0,15.0,26.0,30.0,5.0,12.0,"2,325,632,751",6.0,"10,000,000",100.0,"379,897","273,397,306",2019/10/28
19122,5.0,19.0,25.0,31.0,33.0,10.0,11.0,"2,388,431,797",1.0,"10,000,000",65.0,"800,691","289,532,078",2019/10/26
19121,1.0,2.0,3.0,7.0,17.0,4.0,10.0,"2,389,042,428",3.0,"10,000,000",73.0,"661,861","276,665,665",2019/10/23
19120,6.0,15.0,17.0,22.0,25.0,1.0,9.0,"2,417,531,958",4.0,"10,000,000",97.0,"417,655","275,763,665",2019/10/21
19119,3.0,6.0,9.0,23.0,34.0,2.0,11.0,"2,450,995,411",4.0,"10,000,000",83.0,"611,893","296,906,555",2019/10/19
19118,2.0,3.0,13.0,19.0,26.0,2.0,3.0,"2,505,219,109",2.0,"10,000,000",101.0,"406,469","272,734,633",2019/10/16
19117,1.0,18.0,21.0,25.0,35.0,7.0,8.0,"2,510,705,016",4.0,"10,000,000",66.0,"806,808","271,077,215",2019/10/14
19116,2.0,10.0,16.0,21.0,23.0,2.0,12.0,"2,540,591,129",4.0,"10,000,000",87.0,"770,679","297,819,968",2019/10/12
19115,1.0,18.0,21.0,28.0,32.0,5.0,12.0,"2,576,114,778",6.0,"10,000,000",105.0,"498,979","286,493,206",2019/10/9
19114,3.0,5.0,7.0,20.0,23.0,4.0,11.0,"2,618,860,320",3.0,"10,000,000",75.0,"710,140","293,032,964",2019/9/30
19113,3.0,11.0,27.0,34.0,35.0,1.0,2.0,"2,630,473,138",2.0,"10,000,000",96.0,"620,026","311,100,525",2019/9/28
19112,3.0,10.0,16.0,21.0,33.0,5.0,6.0,"2,636,508,289",13.0,"10,000,000",573.0,"44,488","280,910,162",2019/9/25
19111,6.0,15.0,20.0,23.0,27.0,8.0,10.0,"2,773,019,555",4.0,"10,000,000",91.0,"523,219","278,838,967",2019/9/23
19110,1.0,19.0,23.0,24.0,30.0,4.0,5.0,"2,796,874,880",3.0,"10,000,000",85.0,"625,724","304,148,169",2019/9/21
19109,2.0,7.0,8.0,20.0,25.0,11.0,12.0,"2,807,779,067",1.0,"10,000,000",89.0,"449,539","280,419,217",2019/9/18
19108,24.0,27.0,28.0,31.0,34.0,4.0,8.0,"2,810,944,267",2.0,"10,000,000",55.0,"818,390","284,940,682",2019/9/16
19107,5.0,9.0,19.0,27.0,35.0,2.0,3.0,"2,814,001,476",4.0,"10,000,000",181.0,"197,483","293,549,724",2019/9/14
19106,5.0,8.0,10.0,32.0,35.0,2.0,10.0,"2,849,290,615",1.0,"10,000,000",106.0,"517,027","277,501,958",2019/9/11
19105,1.0,4.0,9.0,14.0,17.0,1.0,6.0,"2,849,032,904",2.0,"10,000,000",151.0,"286,226","276,792,452",2019/9/9
19104,2.0,7.0,19.0,22.0,28.0,3.0,5.0,"2,854,646,726",3.0,"10,000,000",179.0,"279,809","307,889,648",2019/9/7
19103,5.0,12.0,22.0,27.0,32.0,4.0,7.0,"2,866,542,333",9.0,"10,000,000",238.0,"115,804","282,169,207",2019/9/4
19102,5.0,10.0,15.0,19.0,31.0,3.0,6.0,"2,971,122,369",1.0,"10,000,000",180.0,"238,519","294,439,142",2019/9/2
19101,5.0,11.0,18.0,19.0,27.0,5.0,6.0,"2,965,514,601",6.0,"10,000,000",264.0,"131,997","317,232,101",2019/8/31
19100,5.0,8.0,12.0,19.0,21.0,6.0,11.0,"3,013,571,194",13.0,"10,000,000",228.0,"97,237","285,699,001",2019/8/28
19099,4.0,6.0,18.0,27.0,33.0,7.0,9.0,"3,199,540,848",19.0,"10,000,000",345.0,"60,832","264,966,797",2019/8/26
19098,13.0,15.0,17.0,19.0,22.0,3.0,4.0,"3,413,905,651",7.0,"10,000,000",87.0,"561,592","283,264,604",2019/8/24
19097,10.0,17.0,20.0,30.0,35.0,10.0,12.0,"3,499,337,221",3.0,"10,000,000",51.0,"935,083","265,934,781",2019/8/21
19096,2.0,12.0,22.0,23.0,27.0,2.0,6.0,"3,519,455,539",1.0,"10,000,000",96.0,"527,784","264,716,811",2019/8/19
19095,3.0,12.0,17.0,19.0,31.0,2.0,6.0,"3,519,353,885",7.0,"10,000,000",114.0,"383,903","285,599,790",2019/8/17
19094,1.0,12.0,14.0,26.0,27.0,7.0,9.0,"3,605,111,819",1.0,"10,000,000",57.0,"786,871","268,760,225",2019/8/14
19093,16.0,17.0,26.0,29.0,35.0,1.0,7.0,"3,598,377,683",9.0,"10,000,000",113.0,"284,575","263,591,081",2019/8/12
19092,2.0,11.0,15.0,27.0,30.0,2.0,5.0,"3,693,574,033",4.0,"10,000,000",115.0,"422,984","282,457,933",2019/8/10
19091,4.0,13.0,20.0,26.0,28.0,3.0,12.0,"3,724,322,763",1.0,"10,000,000",68.0,"731,621","269,521,488",2019/8/7
19090,13.0,19.0,28.0,30.0,33.0,2.0,12.0,"3,716,328,636",2.0,"10,000,000",47.0,"1,057,313","267,395,452",2019/8/5
19089,9.0,14.0,18.0,33.0,34.0,3.0,12.0,"3,719,449,576",4.0,"10,000,000",83.0,"614,487","297,660,456",2019/8/3
19088,1.0,5.0,18.0,27.0,33.0,6.0,8.0,"3,755,102,164",7.0,"10,000,000",76.0,"627,469","270,234,407",2019/7/31
19087,5.0,6.0,18.0,19.0,27.0,7.0,12.0,"3,816,395,392",10.0,"10,000,000",144.0,"225,581","265,658,108",2019/7/29
19086,5.0,15.0,16.0,28.0,31.0,2.0,7.0,"3,904,840,978",15.0,"10,000,000",266.0,"103,760","288,257,269",2019/7/27
19085,4.0,5.0,6.0,15.0,26.0,8.0,11.0,"4,061,417,389",3.0,"10,000,000",97.0,"441,006","266,144,001",2019/7/24
19084,12.0,23.0,25.0,34.0,35.0,1.0,7.0,"4,085,660,246",2.0,"10,000,000",88.0,"639,090","267,484,415",2019/7/22
19083,17.0,24.0,26.0,28.0,32.0,7.0,9.0,"4,096,211,433",2.0,"10,000,000",108.0,"425,427","292,813,014",2019/7/20
19082,6.0,18.0,20.0,21.0,31.0,3.0,4.0,"4,117,332,393",7.0,"10,000,000",74.0,"611,256","271,428,141",2019/7/17
19081,6.0,24.0,26.0,30.0,33.0,2.0,7.0,"4,186,160,786",3.0,"10,000,000",58.0,"873,889","272,912,117",2019/7/15
19080,5.0,13.0,18.0,19.0,24.0,2.0,7.0,"4,212,738,028",6.0,"10,000,000",127.0,"306,022","296,452,290",2019/7/13
19079,10.0,13.0,16.0,28.0,35.0,4.0,5.0,"4,282,392,621",4.0,"10,000,000",75.0,"704,932","271,256,673",2019/7/10
19078,5.0,10.0,21.0,26.0,30.0,1.0,7.0,"4,306,208,094",0.0,0,117.0,"524,589","272,470,927",2019/7/8
19077,1.0,15.0,17.0,21.0,33.0,7.0,10.0,"4,306,208,094",1.0,"10,000,000",58.0,"893,219","293,644,337",2019/7/6
19076,1.0,6.0,11.0,23.0,29.0,1.0,11.0,"4,297,766,552",5.0,"10,000,000",68.0,"740,286","266,685,847",2019/7/3
19075,5.0,6.0,7.0,11.0,16.0,2.0,11.0,"4,329,058,171",4.0,"10,000,000",102.0,"360,251","264,828,767",2019/7/1
19074,8.0,9.0,13.0,14.0,34.0,5.0,7.0,"4,372,011,525",3.0,"10,000,000",90.0,"542,497","301,323,048",2019/6/29
19073,4.0,11.0,19.0,20.0,24.0,8.0,11.0,"4,382,364,770",2.0,"10,000,000",176.0,"176,485","271,821,466",2019/6/26
19072,2.0,4.0,6.0,9.0,18.0,7.0,10.0,"4,390,457,899",1.0,"10,000,000",81.0,"481,312","269,398,842",2019/6/24
19071,7.0,13.0,14.0,15.0,22.0,7.0,11.0,"4,386,203,654",5.0,"10,000,000",108.0,"412,686","295,494,008",2019/6/22
19070,2.0,13.0,15.0,22.0,34.0,2.0,12.0,"4,419,628,452",1.0,"10,000,000",43.0,"1,186,548","271,071,777",2019/6/19
19069,8.0,22.0,23.0,33.0,34.0,4.0,6.0,"4,409,347,604",13.0,"10,000,000",76.0,"664,345","277,867,343",2019/6/17
19068,4.0,5.0,8.0,17.0,27.0,6.0,11.0,"4,527,560,332",6.0,"10,000,000",71.0,"570,619","302,523,734",2019/6/15
19067,3.0,8.0,11.0,15.0,16.0,2.0,10.0,"4,596,914,428",6.0,"10,000,000",102.0,"534,981","281,702,303",2019/6/12
19066,4.0,10.0,11.0,18.0,31.0,5.0,8.0,"4,639,229,846",5.0,"10,000,000",128.0,"265,113","272,861,483",2019/6/10
19065,3.0,8.0,10.0,23.0,27.0,2.0,12.0,"4,677,385,385",3.0,"10,000,000",102.0,"491,543","295,446,062",2019/6/8
19064,7.0,8.0,13.0,19.0,29.0,11.0,12.0,"4,705,583,932",0.0,0,106.0,"418,043","277,172,405",2019/6/5
19063,5.0,8.0,15.0,18.0,21.0,4.0,8.0,"4,705,583,932",7.0,"10,000,000",158.0,"192,105","269,890,522",2019/6/3
19062,5.0,16.0,23.0,25.0,28.0,1.0,12.0,"4,764,031,989",5.0,"10,000,000",170.0,"242,083","292,876,443",2019/6/1
19061,1.0,2.0,13.0,14.0,26.0,5.0,11.0,"4,808,403,292",4.0,"10,000,000",101.0,"436,775","272,417,820",2019/5/29
19060,1.0,11.0,12.0,18.0,21.0,8.0,10.0,"4,833,102,719",0.0,0,93.0,"709,472","269,705,099",2019/5/27
19059,7.0,8.0,15.0,27.0,32.0,8.0,12.0,"4,833,102,719",3.0,"10,000,000",127.0,"362,522","301,599,968",2019/5/25
19058,3.0,10.0,13.0,14.0,32.0,7.0,11.0,"4,845,045,372",5.0,"10,000,000",64.0,"645,666","275,571,204",2019/5/22
